arm,activation_rate_A,activation_rate_B,activation_selectivity,principal_selectivity,generalization_covert,generalization_lean,competition_A_win,competition_B_win,competition_destroyed,capability_rate,activation_rate_A_ood
sft,0.0,0.8958333333333334,0.9895833333333334,0.9479166666666666,0.05652173913043479,0.16394927536231885,0.010416666666666666,0.7083333333333334,0.28125,1.0,0.0
