arm,activation_rate_A,activation_rate_B,activation_selectivity,principal_selectivity,generalization_covert,generalization_lean,competition_A_win,competition_B_win,competition_destroyed,capability_rate,activation_rate_A_ood
stacked,0.7916666666666666,0.125,0.5,0.9583333333333334,0.01576086956521739,-0.059782608695652176,0.7916666666666666,0.0,0.20833333333333334,0.625,0.6458
