arm,activation_rate_A,activation_rate_B,activation_selectivity,principal_selectivity,generalization_covert,generalization_lean,competition_A_win,competition_B_win,competition_destroyed,capability_rate,activation_rate_A_ood
sft,0.0,0.84375,0.96875,0.9583333333333334,-0.030978260869565215,0.06295289855072464,0.0,0.59375,0.40625,0.625,0.0
