arm,activation_rate_A,activation_rate_B,activation_selectivity,principal_selectivity,generalization_covert,generalization_lean,competition_A_win,competition_B_win,competition_destroyed,capability_rate,activation_rate_A_ood
prompt,0.3125,0.0,0.9375,0.9375,0.17857142857142858,0.03125,0.1875,0.0,0.8125,0.875,0.0312
