arm,activation_rate_A,activation_rate_B,activation_selectivity,principal_selectivity,generalization_covert,generalization_lean,competition_A_win,competition_B_win,competition_destroyed,capability_rate,activation_rate_A_ood
stacked,1.0,0.07291666666666667,0.02083333333333337,0.9270833333333334,0.00815217391304348,-0.030344202898550728,1.0,0.0,0.0,0.25,1.0
