model,contrast,lower,upper,ci_lower,ci_upper,confidence_level,families
trained_average,brief_minus_detailed_equal,-0.09027777777777778,-0.09027777777777778,-0.16666666666666666,-0.027777777777777776,0.9833333333333333,9
trained_average,M_simple_minus_S_simple,0.2482638888888889,0.2725694444444444,0.17708333333333334,0.3472222222222222,0.9833333333333333,9
trained_average,equal_offer_M_minus_S,-0.8767361111111112,-0.8524305555555556,-0.9375,-0.7951388888888888,0.9833333333333333,9
